name	id	nametype	recclass	mass (g)	fall	year	reclat	reclong	GeoLocation	Latitude	Longitude				
Northwest Africa 7744	57272	Valid	L3	150	Found	1/1/12 0:00	0	0		0	0	0.15	"0,0,0.15,"	"0,0,150,"	
Northwest Africa 7745	57273	Valid	LL3	250	Found	1/1/12 0:00	0	0		0	0	0.25	"0,0,0.25,"	"0,0,250,"	
Northwest Africa 7746	56766	Valid	LL6	15	Found	1/1/12 0:00	0	0		0	0	0.015	"0,0,0.015,"	"0,0,15,"	
Northwest Africa 7747	57274	Valid	Eucrite-pmict	70	Found	1/1/12 0:00	0	0		0	0	0.07	"0,0,0.07,"	"0,0,70,"	
Northwest Africa 7748	56767	Valid	LL4-6	300	Found	1/1/12 0:00	0	0		0	0	0.3	"0,0,0.3,"	"0,0,300,"	
Northwest Africa 7749	57275	Valid	Ureilite	25	Found	1/1/12 0:00	0	0		0	0	0.025	"0,0,0.025,"	"0,0,25,"	
Northwest Africa 7750	57276	Valid	Ureilite	10	Found	1/1/12 0:00	0	0		0	0	0.01	"0,0,0.01,"	"0,0,10,"	
Northwest Africa 7752	56769	Valid	LL4-6	160	Found	1/1/11 0:00	0	0		0	0	0.16	"0,0,0.16,"	"0,0,160,"	
Northwest Africa 7753	56770	Valid	LL6	2600	Found	1/1/11 0:00	0	0		0	0	2.6	"0,0,2.6,"	"0,0,2600,"	
Northwest Africa 7754	57289	Valid	CK5	305	Found	1/1/12 0:00	0	0		0	0	0.305	"0,0,0.305,"	"0,0,305,"	
Northwest Africa 7755	57166	Valid	Martian (shergottite)	30	Found	1/1/13 0:00	0	0		0	0	0.03	"0,0,0.03,"	"0,0,30,"	
Northwest Africa 7757	57157	Valid	H5	13000	Found	1/1/12 0:00	0	0		0	0	13	"0,0,13,"	"0,0,13000,"	
Northwest Africa 7758	57203	Valid	L5	80	Found	1/1/11 0:00	0	0		0	0	0.08	"0,0,0.08,"	"0,0,80,"	
Northwest Africa 7759	57204	Valid	H5	730	Found	1/1/11 0:00	0	0		0	0	0.73	"0,0,0.73,"	"0,0,730,"	
Northwest Africa 7760	57205	Valid	H6	461	Found	1/1/11 0:00	0	0		0	0	0.461	"0,0,0.461,"	"0,0,461,"	
Northwest Africa 7761	57206	Valid	H5	91	Found	1/1/11 0:00	0	0		0	0	0.091	"0,0,0.091,"	"0,0,91,"	
Northwest Africa 7762	57207	Valid	L5	269	Found	1/1/11 0:00	0	0		0	0	0.269	"0,0,0.269,"	"0,0,269,"	
Northwest Africa 7763	57349	Valid	H4	95	Found	1/1/11 0:00	0	0		0	0	0.095	"0,0,0.095,"	"0,0,95,"	
Northwest Africa 7764	57208	Valid	L5	31.5	Found	1/1/11 0:00	0	0		0	0	0.0315	"0,0,0.0315,"	"0,0,31.5,"	
Northwest Africa 7765	57209	Valid	H4	49.8	Found	1/1/11 0:00	0	0		0	0	0.0498	"0,0,0.0498,"	"0,0,49.8,"	
Northwest Africa 7766	57350	Valid	EL6	71.9	Found	1/1/11 0:00	0	0		0	0	0.0719	"0,0,0.0719,"	"0,0,71.9,"	
Northwest Africa 7769	57210	Valid	H6	30.1	Found	1/1/11 0:00	0	0		0	0	0.0301	"0,0,0.0301,"	"0,0,30.1,"	
Northwest Africa 7770	57211	Valid	H5	4920	Found	1/1/12 0:00	0	0		0	0	4.92	"0,0,4.92,"	"0,0,4920,"	
Northwest Africa 7771	57212	Valid	H5	220.5	Found	1/1/12 0:00	0	0		0	0	0.2205	"0,0,0.2205,"	"0,0,220.5,"	
Northwest Africa 7772	57213	Valid	L5	29.2	Found	1/1/12 0:00	0	0		0	0	0.0292	"0,0,0.0292,"	"0,0,29.2,"	
Northwest Africa 7773	57214	Valid	H4	33.2	Found	1/1/12 0:00	0	0		0	0	0.0332	"0,0,0.0332,"	"0,0,33.2,"	
Northwest Africa 7776	57215	Valid	L5	2073	Found	1/1/12 0:00	0	0		0	0	2.073	"0,0,2.073,"	"0,0,2073,"	
Northwest Africa 7777	57351	Valid	H3.8	1352.3	Found	1/1/12 0:00	0	0		0	0	1.3523	"0,0,1.3523,"	"0,0,1352.3,"	
Northwest Africa 7778	57219	Valid	LL4-6	235.8	Found	1/1/12 0:00	0	0		0	0	0.2358	"0,0,0.2358,"	"0,0,235.8,"	
Northwest Africa 7779	57352	Valid	Eucrite	49.3	Found	1/1/12 0:00	0	0		0	0	0.0493	"0,0,0.0493,"	"0,0,49.3,"	
Northwest Africa 7780	57353	Valid	Eucrite	26.9	Found	1/1/12 0:00	0	0		0	0	0.0269	"0,0,0.0269,"	"0,0,26.9,"	
Northwest Africa 7781	57220	Valid	L4	646.9	Found	1/1/12 0:00	0	0		0	0	0.6469	"0,0,0.6469,"	"0,0,646.9,"	
Northwest Africa 7782	57221	Valid	LL4	127.8	Found	1/1/12 0:00	0	0		0	0	0.1278	"0,0,0.1278,"	"0,0,127.8,"	
Northwest Africa 7783	57222	Valid	H6	190.2	Found	1/1/12 0:00	0	0		0	0	0.1902	"0,0,0.1902,"	"0,0,190.2,"	
Northwest Africa 7784	57223	Valid	H5	299.7	Found	1/1/12 0:00	0	0		0	0	0.2997	"0,0,0.2997,"	"0,0,299.7,"	
Northwest Africa 7785	57224	Valid	L6	600.7	Found	1/1/12 0:00	0	0		0	0	0.6007	"0,0,0.6007,"	"0,0,600.7,"	
Northwest Africa 7786	57225	Valid	LL6	298.1	Found	1/1/12 0:00	0	0		0	0	0.2981	"0,0,0.2981,"	"0,0,298.1,"	
Northwest Africa 7812	57258	Valid	Angrite	46.2	Found	1/1/13 0:00	0	0		0	0	0.0462	"0,0,0.0462,"	"0,0,46.2,"	
Northwest Africa 7822	57268	Valid	Achondrite-ung	45.8	Found	1/1/13 0:00	0	0		0	0	0.0458	"0,0,0.0458,"	"0,0,45.8,"	
Northwest Africa 7825	57435	Valid	Diogenite	20.15	Found	1/1/12 0:00	0	0		0	0	0.02015	"0,0,0.0201499999999999,"	"0,0,20.1499999999999,"	
Northwest Africa 7826	57277	Valid	LL6	30.3	Found	1/1/12 0:00	0	0		0	0	0.0303	"0,0,0.0303,"	"0,0,30.3,"	
Northwest Africa 7837	57436	Valid	CR2	586	Found	1/1/12 0:00	0	0		0	0	0.586	"0,0,0.586,"	"0,0,586,"	
Northwest Africa 7839	57413	Valid	LL5	2300	Found	1/1/12 0:00	0	0		0	0	2.3	"0,0,2.3,"	"0,0,2300,"	
Northwest Africa 7841	57414	Valid	L6	1070	Found	1/1/12 0:00	0	0		0	0	1.07	"0,0,1.07,"	"0,0,1070,"	
Northwest Africa 7842	57415	Valid	H6	365	Found	1/1/12 0:00	0	0		0	0	0.365	"0,0,0.365,"	"0,0,365,"	
Northwest Africa 7843	57416	Valid	H5	236	Found	1/1/12 0:00	0	0		0	0	0.236	"0,0,0.236,"	"0,0,236,"	
Northwest Africa 7850	57417	Valid	H5	625	Found	1/1/12 0:00	0	0		0	0	0.625	"0,0,0.625,"	"0,0,625,"	
Northwest Africa 7851	57418	Valid	H4	585	Found	1/1/12 0:00	0	0		0	0	0.585	"0,0,0.585,"	"0,0,585,"	
Northwest Africa 7852	57419	Valid	H5	39	Found	1/1/12 0:00	0	0		0	0	0.039	"0,0,0.039,"	"0,0,39,"	
Northwest Africa 7855	57420	Valid	H4	916	Found	1/1/13 0:00	0	0		0	0	0.916	"0,0,0.916,"	"0,0,916,"	
Northwest Africa 7856	57421	Valid	LL6	517	Found	1/1/13 0:00	0	0		0	0	0.517	"0,0,0.517,"	"0,0,517,"	
Northwest Africa 7857	57422	Valid	LL6	246	Found	1/1/13 0:00	0	0		0	0	0.246	"0,0,0.246,"	"0,0,246,"	
Northwest Africa 7858	57423	Valid	H4	459	Found	1/1/13 0:00	0	0		0	0	0.459	"0,0,0.459,"	"0,0,459,"	
Northwest Africa 7860	57424	Valid	H6	500	Found	1/1/12 0:00	0	0		0	0	0.5	"0,0,0.5,"	"0,0,500,"	
Northwest Africa 7861	57425	Valid	L5	611	Found	1/1/13 0:00	0	0		0	0	0.611	"0,0,0.611,"	"0,0,611,"	
Northwest Africa 7862	57426	Valid	L4/5	317	Found	1/1/13 0:00	0	0		0	0	0.317	"0,0,0.317,"	"0,0,317,"	
Northwest Africa 7863	57427	Valid	LL5	1000	Found	1/1/13 0:00	0	0		0	0	1	"0,0,1,"	"0,0,1000,"	
O'Malley 002	54931	Valid	L5	4.6	Found	1/1/11 0:00	-30.99311	131.33253		-30.99311	131.33253	0.0046	"-30.99311,131.33253,0.0046,"	"-30.99311,131.33253,4.6,"	
O'Malley 003	54932	Valid	H6	11.1	Found	1/1/11 0:00	-30.98622	131.33211		-30.98622	131.33211	0.0111	"-30.98622,131.33211,0.0111,"	"-30.98622,131.33211,11.1,"	
O'Malley 004	54933	Valid	LL6	19	Found	1/1/11 0:00	-30.62472	131.47064		-30.62472	131.47064	0.019	"-30.62472,131.47064,0.019,"	"-30.62472,131.47064,19,"	
O'Malley 005	54934	Valid	H5	0.7	Found	1/1/11 0:00	-30.65364	131.47389		-30.65364	131.47389	0.0007	"-30.65364,131.47389,0.0007,"	"-30.65364,131.47389,0.7,"	
O'Malley 006	54935	Valid	H5	2.3	Found	1/1/11 0:00	-30.657	131.47814		-30.657	131.47814	0.0023	"-30.657,131.47814,0.0023,"	"-30.657,131.47814,2.3,"	
O'Malley 007	54936	Valid	H5	24.3	Found	1/1/11 0:00	-30.69047	131.47353		-30.69047	131.47353	0.0243	"-30.69047,131.47353,0.0243,"	"-30.69047,131.47353,24.3,"	
O'Malley 008	54937	Valid	L6	3.4	Found	1/1/11 0:00	-30.75806	131.44803		-30.75806	131.44803	0.0034	"-30.75806,131.44803,0.0034,"	"-30.75806,131.44803,3.4,"	
O'Malley 009	54938	Valid	H4	8.4	Found	1/1/11 0:00	-30.93383	131.36169		-30.93383	131.36169	0.0084	"-30.93383,131.36169,0.0084,"	"-30.93383,131.36169,8.4,"	
O'Malley 010	54939	Valid	L5	52.9	Found	1/1/11 0:00	-30.93417	131.36111		-30.93417	131.36111	0.0529	"-30.93417,131.36111,0.0529,"	"-30.93417,131.36111,52.9,"	
O'Malley 011	54940	Valid	L6	33.6	Found	1/1/11 0:00	-30.89344	131.39		-30.89344	131.39	0.0336	"-30.89344,131.39,0.0336,"	"-30.89344,131.39,33.6,"	
O'Malley 012	54941	Valid	L4	14.1	Found	1/1/11 0:00	-30.89281	131.39142		-30.89281	131.39142	0.0141	"-30.89281,131.39142,0.0141,"	"-30.89281,131.39142,14.1,"	
O'Malley 013	54942	Valid	L4	7.3	Found	1/1/11 0:00	-30.88561	131.38197		-30.88561	131.38197	0.0073	"-30.88561,131.38197,0.0073,"	"-30.88561,131.38197,7.3,"	
O'Malley 014	54943	Valid	H6	9.4	Found	1/1/11 0:00	-30.88517	131.38011		-30.88517	131.38011	0.0094	"-30.88517,131.38011,0.0094,"	"-30.88517,131.38011,9.4,"	
O'Malley 015	54944	Valid	L5	63.9	Found	1/1/11 0:00	-30.53842	131.25525		-30.53842	131.25525	0.0639	"-30.53842,131.25525,0.0639,"	"-30.53842,131.25525,63.9,"	
O'Malley 016	54945	Valid	H4	17.5	Found	1/1/11 0:00	-30.54019	131.25508		-30.54019	131.25508	0.0175	"-30.54019,131.25508,0.0175,"	"-30.54019,131.25508,17.5,"	
O'Malley 017	54946	Valid	L6	4.9	Found	1/1/11 0:00	-30.54478	131.25928		-30.54478	131.25928	0.0049	"-30.54478,131.25928,0.0049,"	"-30.54478,131.25928,4.9,"	
O'Malley 018	54947	Valid	H4	105.2	Found	1/1/11 0:00	-30.98789	131.34067		-30.98789	131.34067	0.1052	"-30.98789,131.34067,0.1052,"	"-30.98789,131.34067,105.2,"	
O'Malley 019	54948	Valid	L6	786.3	Found	1/1/11 0:00	-30.98036	131.34456		-30.98036	131.34456	0.7863	"-30.98036,131.34456,0.7863,"	"-30.98036,131.34456,786.3,"	
Österplana 049	56148	Relict	Relict OC	0	Found	1/1/12 0:00	58.58333	13.43333		58.58333	13.43333	0	"58.58333,13.43333,0,"	"58.58333,13.43333,0,"	
Österplana 064	56163	Relict	Relict OC	0	Found	1/1/11 0:00	58.58333	13.43333		58.58333	13.43333	0	"58.58333,13.43333,0,"	"58.58333,13.43333,0,"	
Paposo 002	54773	Valid	L/LL4	2407	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	2.407	"-25,-70.46667,2.407,"	"-25,-70.46667,2407,"	
Paposo 003	55618	Valid	H6	368	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	0.368	"-25,-70.46667,0.368,"	"-25,-70.46667,368,"	
Paposo 004	57171	Valid	L3.1	8250	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	8.25	"-25,-70.46667,8.25,"	"-25,-70.46667,8250,"	
Paposo 005	57200	Valid	H5	1802	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	1.802	"-25,-70.46667,1.802,"	"-25,-70.46667,1802,"	
Paposo 008	57339	Valid	H~5	1035	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	1.035	"-25,-70.46667,1.035,"	"-25,-70.46667,1035,"	
Paposo 009	57340	Valid	H~5	120	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	0.12	"-25,-70.46667,0.12,"	"-25,-70.46667,120,"	
Paposo 010	57341	Valid	H~6	1569	Found	1/1/11 0:00	-25	-70.46667		-25	-70.46667	1.569	"-25,-70.46667,1.569,"	"-25,-70.46667,1569,"	
Pingrup	55547	Valid	H5-melt breccia	1213	Found	1/1/11 0:00	-33.58316	118.65662		-33.58316	118.65662	1.213	"-33.58316,118.65662,1.213,"	"-33.58316,118.65662,1213,"	
Powell Peak 001	54561	Valid	H6	42.8	Found	1/1/11 0:00	34.68222	-114.33046		34.68222	-114.33046	0.0428	"34.68222,-114.33046,0.0428,"	"34.68222,-114.33046,42.8,"	
Ramlat as Sahmah 424	55561	Valid	L6	80	Found	1/1/11 0:00	20.31322	56.48333		20.31322	56.48333	0.08	"20.31322,56.48333,0.08,"	"20.31322,56.48333,80,"	
Ramlat as Sahmah 425	55562	Valid	H5	263	Found	1/1/11 0:00	20.33245	56.47362		20.33245	56.47362	0.263	"20.33245,56.47362,0.263,"	"20.33245,56.47362,263,"	
Rio Rancho	55670	Valid	L6	1001	Found	1/1/11 0:00	35.3	-106.63333		35.3	-106.63333	1.001	"35.3,-106.63333,1.001,"	"35.3,-106.63333,1001,"	
Rosamond	57434	Valid	LL3	11.1	Found	1/1/12 0:00	34.82793	-118.1464		34.82793	-118.1464	0.0111	"34.82793,-118.1464,0.0111,"	"34.82793,-118.1464,11.1,"	
Sayh al Uhaymir 537	55586	Valid	Eucrite-pmict	32.4	Found	1/1/11 0:00	20.39561	56.63589		20.39561	56.63589	0.0324	"20.39561,56.63589,0.0324,"	"20.39561,56.63589,32.4,"	
Sayh al Uhaymir 538	55553	Valid	L6	154	Found	1/1/11 0:00	21.10707	57.04363		21.10707	57.04363	0.154	"21.10707,57.04363,0.154,"	"21.10707,57.04363,154,"	
Sayh al Uhaymir 539	55554	Valid	L6	34	Found	1/1/11 0:00	21.0597	57.27632		21.0597	57.27632	0.034	"21.0597,57.27632,0.034,"	"21.0597,57.27632,34,"	
Sayh al Uhaymir 540	55555	Valid	L6	120	Found	1/1/11 0:00	21.05918	57.2762		21.05918	57.2762	0.12	"21.05918,57.2762,0.12,"	"21.05918,57.2762,120,"	
Sayh al Uhaymir 541	55556	Valid	H6	3298	Found	1/1/11 0:00	20.76578	57.28332		20.76578	57.28332	3.298	"20.76578,57.28332,3.298,"	"20.76578,57.28332,3298,"	
Sayh al Uhaymir 542	55557	Valid	H6	2850	Found	1/1/11 0:00	20.51228	57.28327		20.51228	57.28327	2.85	"20.51228,57.28327,2.85,"	"20.51228,57.28327,2850,"	
Sayh al Uhaymir 543	55558	Valid	L5/6	3404	Found	1/1/11 0:00	20.51182	57.28693		20.51182	57.28693	3.404	"20.51182,57.28693,3.404,"	"20.51182,57.28693,3404,"	
Sayh al Uhaymir 544	55559	Valid	H5	670	Found	1/1/11 0:00	20.38848	57.00298		20.38848	57.00298	0.67	"20.38848,57.00298,0.67,"	"20.38848,57.00298,670,"	
Sayh al Uhaymir 546	56095	Valid	H5	1031.7	Found	1/1/11 0:00	20.59947	57.14294		20.59947	57.14294	1.0317	"20.59947,57.14294,1.0317,"	"20.59947,57.14294,1031.7,"	
Sayh al Uhaymir 547	56205	Valid	L5	2353	Found	1/1/11 0:00	20.09977	56.70507		20.09977	56.70507	2.353	"20.09977,56.70507,2.353,"	"20.09977,56.70507,2353,"	
Sayh al Uhaymir 548	56206	Valid	H4	53.8	Found	1/1/11 0:00	20.23798	56.93035		20.23798	56.93035	0.0538	"20.23798,56.93035,0.0538,"	"20.23798,56.93035,53.8,"	
Sayh al Uhaymir 549	56207	Valid	H4	176.2	Found	1/1/11 0:00	20.50483	56.83407		20.50483	56.83407	0.1762	"20.50483,56.83407,0.1762,"	"20.50483,56.83407,176.2,"	
Sayh al Uhaymir 550	56208	Valid	H5	130.9	Found	1/1/11 0:00	20.4247	56.65013		20.4247	56.65013	0.1309	"20.4247,56.65013,0.1309,"	"20.4247,56.65013,130.9,"	
Sayh al Uhaymir 551	56209	Valid	L6	89.7	Found	1/1/11 0:00	20.77045	57.08912		20.77045	57.08912	0.0897	"20.77045,57.08912,0.0897,"	"20.77045,57.08912,89.7,"	
Sayh al Uhaymir 556	56352	Valid	H6	2075	Found	1/1/11 0:00	21.04035	57.04358		21.04035	57.04358	2.075	"21.04035,57.04358,2.075,"	"21.04035,57.04358,2075,"	
Shalim 015	55604	Valid	L6	184	Found	1/1/11 0:00	18.974	55.089		18.974	55.089	0.184	"18.974,55.089,0.184,"	"18.974,55.089,184,"	
Shalim 016	56200	Valid	H5	84.4	Found	1/1/11 0:00	18.65148	55.14188		18.65148	55.14188	0.0844	"18.65148,55.14188,0.0844,"	"18.65148,55.14188,84.4,"	
Shalim 017	56201	Valid	H5	127.1	Found	1/1/11 0:00	18.65388	55.1467		18.65388	55.1467	0.1271	"18.65388,55.1467,0.1271,"	"18.65388,55.1467,127.1,"	
Shalim 018	56202	Valid	H4	347.8	Found	1/1/11 0:00	18.89837	55.58187		18.89837	55.58187	0.3478	"18.89837,55.58187,0.3478,"	"18.89837,55.58187,347.8,"	
Shalim 019	56203	Valid	H4	19.21	Found	1/1/11 0:00	18.911	55.5569		18.911	55.5569	0.01921	"18.911,55.5569,0.01921,"	"18.911,55.5569,19.21,"	
Shalim 020	56204	Valid	H4-6	24.9	Found	1/1/11 0:00	18.91123	55.55702		18.91123	55.55702	0.0249	"18.91123,55.55702,0.0249,"	"18.91123,55.55702,24.9,"	
Smokey Spring	57453	Valid	H4	254	Found	1/1/11 0:00	40.95465	-118.49693		40.95465	-118.49693	0.254	"40.95465,-118.49693,0.254,"	"40.95465,-118.49693,254,"	
Spruce 001	56165	Valid	L5	983	Found	1/1/11 0:00	40.801	-114.701		40.801	-114.701	0.983	"40.801,-114.701,0.983,"	"40.801,-114.701,983,"	
Spruce 002	56166	Valid	L6	18	Found	1/1/11 0:00	40.792	-114.708		40.792	-114.708	0.018	"40.792,-114.708,0.018,"	"40.792,-114.708,18,"	
Stewart Valley 012	55528	Valid	H6	130	Found	1/1/12 0:00	36.235	-116.18358		36.235	-116.18358	0.13	"36.235,-116.18358,0.13,"	"36.235,-116.18358,130,"	
Timber Lake	57160	Valid	H3	8660	Found	1/1/11 0:00	45.425	-101.097		45.425	-101.097	8.66	"45.425,-101.097,8.66,"	"45.425,-101.097,8660,"	
Tin as Sawwan	56556	Valid	L4-5	1684	Found	1/1/11 0:00	32.7605	9.1002		32.7605	9.1002	1.684	"32.7605,9.1002,1.684,"	"32.7605,9.1002,1684,"	
Tupelo	56551	Valid	EL6	280	Found	1/1/12 0:00	34.24216	-88.77594		34.24216	-88.77594	0.28	"34.24216,-88.77594,0.28,"	"34.24216,-88.77594,280,"	
Ur	24125	Valid	Iron		Found	1/22/01 0:00	30.9	46.01667		30.9	46.01667	0	"30.9,46.01667,0,"	"30.9,46.01667,,"	
Yelland 001	54765	Valid	L6	4.5	Found	1/1/11 0:00	39.55801	-114.42715		39.55801	-114.42715	0.0045	"39.55801,-114.42715,0.0045,"	"39.55801,-114.42715,4.5,"	
Yucca 015	57175	Valid	H-metal	3	Found	1/1/11 0:00	34.8197	-114.2761		34.8197	-114.2761	0.003	"34.8197,-114.2761,0.003,"	"34.8197,-114.2761,3,"	
Yucca 016	57158	Valid	H5	25.9	Found	1/1/11 0:00	34.82658	-114.27763		34.82658	-114.27763	0.0259	"34.82658,-114.27763,0.0259,"	"34.82658,-114.27763,25.9,"	
Yucca 017	57159	Valid	H5	200	Found	1/1/11 0:00	34.81923	-114.27735		34.81923	-114.27735	0.2	"34.81923,-114.27735,0.2,"	"34.81923,-114.27735,200,"	
															
															
															
															
															
