name	id	nametype	recclass	mass (g)	fall	year	reclat	reclong	GeoLocation	Latitude	Longitude				
Jiddat al Harasis 692	56415	Valid	LL6	387	Found	1/1/11 0:00	19.04955	55.5607		19.04955	55.5607	0.387	"19.04955,55.5607,0.387,"	"19.04955,55.5607,387,"	
Jiddat al Harasis 693	56245	Valid	L6	566	Found	1/1/11 0:00	19.05173	55.56022		19.05173	55.56022	0.566	"19.05173,55.56022,0.566,"	"19.05173,55.56022,566,"	
Jiddat al Harasis 694	56246	Valid	L6	515.5	Found	1/1/11 0:00	19.05345	55.55842		19.05345	55.55842	0.5155	"19.05345,55.55842,0.5155,"	"19.05345,55.55842,515.5,"	
Jiddat al Harasis 695	56247	Valid	H5	87.8	Found	1/1/11 0:00	19.05548	55.55645		19.05548	55.55645	0.0878	"19.05548,55.55645,0.0878,"	"19.05548,55.55645,87.8,"	
Jiddat al Harasis 696	56248	Valid	L6	317.1	Found	1/1/11 0:00	19.06243	55.55642		19.06243	55.55642	0.3171	"19.06243,55.55642,0.3171,"	"19.06243,55.55642,317.1,"	
Jiddat al Harasis 697	56249	Valid	L6	93.6	Found	1/1/11 0:00	19.06683	55.55342		19.06683	55.55342	0.0936	"19.06683,55.55342,0.0936,"	"19.06683,55.55342,93.6,"	
Jiddat al Harasis 698	56250	Valid	H4-5	1900	Found	1/1/11 0:00	19.12782	55.55643		19.12782	55.55643	1.9	"19.12782,55.55643,1.9,"	"19.12782,55.55643,1900,"	
Jiddat al Harasis 699	56251	Valid	L6	13.7	Found	1/1/11 0:00	19.204	55.40347		19.204	55.40347	0.0137	"19.204,55.40347,0.0137,"	"19.204,55.40347,13.7,"	
Jiddat al Harasis 700	56252	Valid	L6	93.2	Found	1/1/11 0:00	19.20743	55.4016		19.20743	55.4016	0.0932	"19.20743,55.4016,0.0932,"	"19.20743,55.4016,93.2,"	
Jiddat al Harasis 701	56253	Valid	H6	914.2	Found	1/1/11 0:00	19.18835	55.3866		19.18835	55.3866	0.9142	"19.18835,55.3866,0.9142,"	"19.18835,55.3866,914.2,"	
Jiddat al Harasis 702	56254	Valid	H5	120.1	Found	1/1/11 0:00	19.20295	55.32853		19.20295	55.32853	0.1201	"19.20295,55.32853,0.1201,"	"19.20295,55.32853,120.1,"	
Jiddat al Harasis 703	56255	Valid	H5	39.4	Found	1/1/11 0:00	19.20333	55.35002		19.20333	55.35002	0.0394	"19.20333,55.35002,0.0394,"	"19.20333,55.35002,39.4,"	
Jiddat al Harasis 704	56256	Valid	H4	1.36	Found	1/1/11 0:00	19.20302	55.35093		19.20302	55.35093	0.00136	"19.20302,55.35093,0.00136,"	"19.20302,55.35093,1.36,"	
Jiddat al Harasis 705	56257	Valid	H5	185	Found	1/1/11 0:00	19.25277	55.34193		19.25277	55.34193	0.185	"19.25277,55.34193,0.185,"	"19.25277,55.34193,185,"	
Jiddat al Harasis 706	56258	Valid	H5	347.6	Found	1/1/11 0:00	19.28385	55.34087		19.28385	55.34087	0.3476	"19.28385,55.34087,0.3476,"	"19.28385,55.34087,347.6,"	
Jiddat al Harasis 707	56259	Valid	L5	242.9	Found	1/1/11 0:00	19.32123	55.33573		19.32123	55.33573	0.2429	"19.32123,55.33573,0.2429,"	"19.32123,55.33573,242.9,"	
Jiddat al Harasis 708	56260	Valid	H4-6	127.2	Found	1/1/11 0:00	19.32947	55.31665		19.32947	55.31665	0.1272	"19.32947,55.31665,0.1272,"	"19.32947,55.31665,127.2,"	
Jiddat al Harasis 709	56261	Valid	L6	92	Found	1/1/11 0:00	19.38637	55.31918		19.38637	55.31918	0.092	"19.38637,55.31918,0.092,"	"19.38637,55.31918,92,"	
Jiddat al Harasis 710	56262	Valid	H4-5	278.2	Found	1/1/11 0:00	19.41828	55.31805		19.41828	55.31805	0.2782	"19.41828,55.31805,0.2782,"	"19.41828,55.31805,278.2,"	
Jiddat al Harasis 711	56263	Valid	H5	2222	Found	1/1/11 0:00	19.54542	55.43347		19.54542	55.43347	2.222	"19.54542,55.43347,2.222,"	"19.54542,55.43347,2222,"	
Jiddat al Harasis 712	56264	Valid	L5	70.7	Found	1/1/11 0:00	19.5979	55.53353		19.5979	55.53353	0.0707	"19.5979,55.53353,0.0707,"	"19.5979,55.53353,70.7,"	
Jiddat al Harasis 713	56265	Valid	H6	153.1	Found	1/1/11 0:00	19.84552	56.73		19.84552	56.73	0.1531	"19.84552,56.73,0.1531,"	"19.84552,56.73,153.1,"	
Jiddat al Harasis 714	56266	Valid	L6	175.3	Found	1/1/11 0:00	19.75308	56.73135		19.75308	56.73135	0.1753	"19.75308,56.73135,0.1753,"	"19.75308,56.73135,175.3,"	
Jiddat al Harasis 715	56267	Valid	L5	163.5	Found	1/1/11 0:00	19.70205	56.72473		19.70205	56.72473	0.1635	"19.70205,56.72473,0.1635,"	"19.70205,56.72473,163.5,"	
Jiddat al Harasis 716	56268	Valid	L5	364.2	Found	1/1/11 0:00	19.66132	56.6766		19.66132	56.6766	0.3642	"19.66132,56.6766,0.3642,"	"19.66132,56.6766,364.2,"	
Jiddat al Harasis 717	56353	Valid	L5/6	942	Found	1/1/11 0:00	19.80792	56.45603		19.80792	56.45603	0.942	"19.80792,56.45603,0.942,"	"19.80792,56.45603,942,"	
Jiddat al Harasis 799	57428	Valid	LL6	212	Found	1/1/12 0:00	19.77278	56.38982		19.77278	56.38982	0.212	"19.77278,56.38982,0.212,"	"19.77278,56.38982,212,"	
Johannesburg	55765	Valid	H4	63	Found	1/1/12 0:00	35.37788	-117.63728		35.37788	-117.63728	0.063	"35.37788,-117.63728,0.063,"	"35.37788,-117.63728,63,"	
Khatyrka	55600	Valid	CV3	0.1	Found	1/1/11 0:00	62.65316	174.50043		62.65316	174.50043	0.0001	"62.65316,174.50043,0.0001,"	"62.65316,174.50043,0.1,"	
Ksar Ghilane 006	54557	Valid	H4	26	Found	1/1/11 0:00	32.80628	9.83767		32.80628	9.83767	0.026	"32.80628,9.83767,0.026,"	"32.80628,9.83767,26,"	
Ksar Ghilane 007	54558	Valid	H6	5381	Found	1/1/11 0:00	32.75832	9.8593		32.75832	9.8593	5.381	"32.75832,9.8593,5.381,"	"32.75832,9.8593,5381,"	
Ksar Ghilane 008	54559	Valid	H5	295	Found	1/1/11 0:00	32.76107	9.86632		32.76107	9.86632	0.295	"32.76107,9.86632,0.295,"	"32.76107,9.86632,295,"	
Ksar Ghilane 009	54560	Valid	H6	173	Found	1/1/11 0:00	32.76277	9.86542		32.76277	9.86542	0.173	"32.76277,9.86542,0.173,"	"32.76277,9.86542,173,"	
Ksar Ghilane 010	55605	Valid	L5	50.1	Found	1/1/12 0:00	32.806	9.833		32.806	9.833	0.0501	"32.806,9.833,0.0501,"	"32.806,9.833,50.1,"	
Ksar Ghilane 011	55606	Valid	L4	25.6	Found	1/1/12 0:00	32.891	9.913		32.891	9.913	0.0256	"32.891,9.913,0.0256,"	"32.891,9.913,25.6,"	
Kumtag 002	56383	Valid	L4	557	Found	1/1/11 0:00	41.5	93.55		41.5	93.55	0.557	"41.5,93.55,0.557,"	"41.5,93.55,557,"	
Kumtag 003	56384	Valid	H5	1260	Found	1/1/11 0:00	41.5	93.55		41.5	93.55	1.26	"41.5,93.55,1.26,"	"41.5,93.55,1260,"	
Los Vientos 003	54618	Valid	H5	25450	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	25.45	"-24.68333,-69.76667,25.45,"	"-24.68333,-69.76667,25450,"	
Los Vientos 004	54619	Valid	H5	29300	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	29.3	"-24.68333,-69.76667,29.3,"	"-24.68333,-69.76667,29300,"	
Los Vientos 010	57195	Valid	H5	6800	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	6.8	"-24.68333,-69.76667,6.8,"	"-24.68333,-69.76667,6800,"	
Los Vientos 011	57196	Valid	L6	300	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.3	"-24.68333,-69.76667,0.3,"	"-24.68333,-69.76667,300,"	
Los Vientos 012	57197	Valid	H6	7090	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	7.09	"-24.68333,-69.76667,7.09,"	"-24.68333,-69.76667,7090,"	
Los Vientos 013	57198	Valid	H6	2016	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	2.016	"-24.68333,-69.76667,2.016,"	"-24.68333,-69.76667,2016,"	
Los Vientos 014	57199	Valid	L6	565	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.565	"-24.68333,-69.76667,0.565,"	"-24.68333,-69.76667,565,"	
Los Vientos 021	57331	Valid	L~6	161	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.161	"-24.68333,-69.76667,0.161,"	"-24.68333,-69.76667,161,"	
Los Vientos 022	57332	Valid	L~6	663	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.663	"-24.68333,-69.76667,0.663,"	"-24.68333,-69.76667,663,"	
Los Vientos 023	57333	Valid	L6	7090	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	7.09	"-24.68333,-69.76667,7.09,"	"-24.68333,-69.76667,7090,"	
Los Vientos 024	57334	Valid	L~6	333	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.333	"-24.68333,-69.76667,0.333,"	"-24.68333,-69.76667,333,"	
Los Vientos 025	57335	Valid	L~6	506	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.506	"-24.68333,-69.76667,0.506,"	"-24.68333,-69.76667,506,"	
Los Vientos 026	57336	Valid	L~6	203	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.203	"-24.68333,-69.76667,0.203,"	"-24.68333,-69.76667,203,"	
Los Vientos 027	57337	Valid	L~6	131	Found	1/1/11 0:00	-24.68333	-69.76667		-24.68333	-69.76667	0.131	"-24.68333,-69.76667,0.131,"	"-24.68333,-69.76667,131,"	
Los Vientos 028	57338	Valid	H~5	12110	Found	1/1/12 0:00	-24.68333	-69.76667		-24.68333	-69.76667	12.11	"-24.68333,-69.76667,12.11,"	"-24.68333,-69.76667,12110,"	
Mandalay Spring	57454	Valid	L6	2854	Found	1/1/12 0:00	40.89201	-118.55319		40.89201	-118.55319	2.854	"40.89201,-118.55319,2.854,"	"40.89201,-118.55319,2854,"	
Miller Range 11040	56058	Valid	CM2	6.8	Found	1/1/11 0:00	0	0		0	0	0.0068	"0,0,0.0068,"	"0,0,6.8,"	
Miller Range 11041	57127	Valid	Eucrite-br	42	Found	1/1/11 0:00	0	0		0	0	0.042	"0,0,0.042,"	"0,0,42,"	
Miller Range 11097	57128	Valid	CV3	69.6	Found	1/1/11 0:00	0	0		0	0	0.0696	"0,0,0.0695999999999999,"	"0,0,69.5999999999999,"	
Miller Range 11099	57129	Valid	Diogenite	6.9	Found	1/1/11 0:00	0	0		0	0	0.0069	"0,0,0.0069,"	"0,0,6.9,"	
Miller Range 11100	56059	Valid	Howardite	130.8	Found	1/1/11 0:00	0	0		0	0	0.1308	"0,0,0.1308,"	"0,0,130.8,"	
Miller Range 11101	56060	Valid	CO3	2.8	Found	1/1/11 0:00	0	0		0	0	0.0028	"0,0,0.0028,"	"0,0,2.8,"	
Miller Range 11109	56061	Valid	CO3	60.8	Found	1/1/11 0:00	0	0		0	0	0.0608	"0,0,0.0608,"	"0,0,60.8,"	
Miller Range 11111	56062	Valid	CM1/2	41.9	Found	1/1/11 0:00	0	0		0	0	0.0419	"0,0,0.0419,"	"0,0,41.9,"	
Miller Range 11197	57130	Valid	Diogenite	39.3	Found	1/1/11 0:00	0	0		0	0	0.0393	"0,0,0.0392999999999999,"	"0,0,39.2999999999999,"	
Miller Range 11198	56063	Valid	Diogenite	29.8	Found	1/1/11 0:00	0	0		0	0	0.0298	"0,0,0.0298,"	"0,0,29.8,"	
Miller Range 11199	56064	Valid	Diogenite	27.2	Found	1/1/11 0:00	0	0		0	0	0.0272	"0,0,0.0272,"	"0,0,27.2,"	
Miller Range 11201	57131	Valid	Diogenite	30.1	Found	1/1/11 0:00	0	0		0	0	0.0301	"0,0,0.0301,"	"0,0,30.1,"	
Miller Range 11202	56065	Valid	Diogenite	21.5	Found	1/1/11 0:00	0	0		0	0	0.0215	"0,0,0.0215,"	"0,0,21.5,"	
Miller Range 11203	56066	Valid	CO3	10.4	Found	1/1/11 0:00	0	0		0	0	0.0104	"0,0,0.0104,"	"0,0,10.4,"	
Miller Range 11204	56067	Valid	Diogenite	16.2	Found	1/1/11 0:00	0	0		0	0	0.0162	"0,0,0.0162,"	"0,0,16.2,"	
Miller Range 11205	56068	Valid	Diogenite	19.8	Found	1/1/11 0:00	0	0		0	0	0.0198	"0,0,0.0198,"	"0,0,19.8,"	
Miller Range 11206	56069	Valid	CV3	40	Found	1/1/11 0:00	0	0		0	0	0.04	"0,0,0.04,"	"0,0,40,"	
Miller Range 11207	56070	Valid	R6	247.3	Found	1/1/11 0:00	0	0		0	0	0.2473	"0,0,0.2473,"	"0,0,247.3,"	
Miller Range 11291	57132	Valid	Eucrite-br	102.1	Found	1/1/11 0:00	0	0		0	0	0.1021	"0,0,0.1021,"	"0,0,102.1,"	
Miller Range 11292	57133	Valid	Eucrite-br	40.3	Found	1/1/11 0:00	0	0		0	0	0.0403	"0,0,0.0402999999999999,"	"0,0,40.2999999999999,"	
Miller Range 11294	57134	Valid	Howardite	3.8	Found	1/1/11 0:00	0	0		0	0	0.0038	"0,0,0.0038,"	"0,0,3.8,"	
Miller Range 11296	57135	Valid	Howardite	74.2	Found	1/1/11 0:00	0	0		0	0	0.0742	"0,0,0.0742,"	"0,0,74.2,"	
Northwest Africa 6601	53624	Valid	Eucrite	276.2	Found	1/1/11 0:00	0	0		0	0	0.2762	"0,0,0.2762,"	"0,0,276.2,"	
Northwest Africa 6618	53525	Valid	Eucrite-mmict	237	Found	1/1/11 0:00	0	0		0	0	0.237	"0,0,0.237,"	"0,0,237,"	
Northwest Africa 6619	53526	Valid	CV3	3367	Found	1/1/11 0:00	0	0		0	0	3.367	"0,0,3.367,"	"0,0,3367,"	
Northwest Africa 6620	53527	Valid	Howardite	89	Found	1/1/11 0:00	0	0		0	0	0.089	"0,0,0.089,"	"0,0,89,"	
Northwest Africa 6621	53528	Valid	H4	24000	Found	1/1/11 0:00	0	0		0	0	24	"0,0,24,"	"0,0,24000,"	
Northwest Africa 6622	53529	Valid	L5	3500	Found	1/1/11 0:00	0	0		0	0	3.5	"0,0,3.5,"	"0,0,3500,"	
Northwest Africa 6623	53530	Valid	H5	4000	Found	1/1/11 0:00	0	0		0	0	4	"0,0,4,"	"0,0,4000,"	
Northwest Africa 6624	53531	Valid	H5/6	8000	Found	1/1/11 0:00	0	0		0	0	8	"0,0,8,"	"0,0,8000,"	
Northwest Africa 6625	53532	Valid	H4	6200	Found	1/1/11 0:00	0	0		0	0	6.2	"0,0,6.2,"	"0,0,6200,"	
Northwest Africa 6626	53533	Valid	L3.9	3300	Found	1/1/11 0:00	0	0		0	0	3.3	"0,0,3.3,"	"0,0,3300,"	
Northwest Africa 6627	53534	Valid	L5	7000	Found	1/1/11 0:00	0	0		0	0	7	"0,0,7,"	"0,0,7000,"	
Northwest Africa 6628	53535	Valid	L6	1700	Found	1/1/11 0:00	0	0		0	0	1.7	"0,0,1.7,"	"0,0,1700,"	
Northwest Africa 6629	53536	Valid	LL5	1100	Found	1/1/11 0:00	0	0		0	0	1.1	"0,0,1.1,"	"0,0,1100,"	
Northwest Africa 6630	53537	Valid	L5	1000	Found	1/1/11 0:00	0	0		0	0	1	"0,0,1,"	"0,0,1000,"	
Northwest Africa 6632	53539	Valid	LL6	300	Found	1/1/11 0:00	0	0		0	0	0.3	"0,0,0.3,"	"0,0,300,"	
Northwest Africa 6633	53540	Valid	L6	800	Found	1/1/11 0:00	0	0		0	0	0.8	"0,0,0.8,"	"0,0,800,"	
Northwest Africa 6634	53541	Valid	L5	650	Found	1/1/11 0:00	0	0		0	0	0.65	"0,0,0.65,"	"0,0,650,"	
Northwest Africa 6635	53542	Valid	L6	225	Found	1/1/11 0:00	0	0		0	0	0.225	"0,0,0.225,"	"0,0,225,"	
Northwest Africa 6636	53543	Valid	L6	500	Found	1/1/11 0:00	0	0		0	0	0.5	"0,0,0.5,"	"0,0,500,"	
Northwest Africa 6637	53544	Valid	L5	700	Found	1/1/11 0:00	0	0		0	0	0.7	"0,0,0.7,"	"0,0,700,"	
Northwest Africa 6638	53545	Valid	L6	400	Found	1/1/11 0:00	0	0		0	0	0.4	"0,0,0.4,"	"0,0,400,"	
Northwest Africa 6639	53546	Valid	L5/6	1400	Found	1/1/11 0:00	0	0		0	0	1.4	"0,0,1.4,"	"0,0,1400,"	
Northwest Africa 6640	53547	Valid	H5/6	2200	Found	1/1/11 0:00	0	0		0	0	2.2	"0,0,2.2,"	"0,0,2200,"	
Northwest Africa 6641	53548	Valid	L6	1600	Found	1/1/11 0:00	0	0		0	0	1.6	"0,0,1.6,"	"0,0,1600,"	
Northwest Africa 6642	53549	Valid	L6	2500	Found	1/1/11 0:00	0	0		0	0	2.5	"0,0,2.5,"	"0,0,2500,"	
Northwest Africa 6643	53550	Valid	L6	1725	Found	1/1/11 0:00	0	0		0	0	1.725	"0,0,1.725,"	"0,0,1725,"	
Northwest Africa 6644	53551	Valid	L6	1100	Found	1/1/11 0:00	0	0		0	0	1.1	"0,0,1.1,"	"0,0,1100,"	
Northwest Africa 6645	53552	Valid	H3-6	375	Found	1/1/11 0:00	0	0		0	0	0.375	"0,0,0.375,"	"0,0,375,"	
Northwest Africa 6646	53553	Valid	L6	1700	Found	1/1/11 0:00	0	0		0	0	1.7	"0,0,1.7,"	"0,0,1700,"	
Northwest Africa 6647	53554	Valid	H4	400	Found	1/1/11 0:00	0	0		0	0	0.4	"0,0,0.4,"	"0,0,400,"	
Northwest Africa 6648	53555	Valid	L5/6	540	Found	1/1/11 0:00	0	0		0	0	0.54	"0,0,0.54,"	"0,0,540,"	
Northwest Africa 6649	53556	Valid	H5	500	Found	1/1/11 0:00	0	0		0	0	0.5	"0,0,0.5,"	"0,0,500,"	
Northwest Africa 6650	53557	Valid	L6	375	Found	1/1/11 0:00	0	0		0	0	0.375	"0,0,0.375,"	"0,0,375,"	
Northwest Africa 6651	53558	Valid	L6	250	Found	1/1/11 0:00	0	0		0	0	0.25	"0,0,0.25,"	"0,0,250,"	
Northwest Africa 6652	53559	Valid	L5/6	450	Found	1/1/11 0:00	0	0		0	0	0.45	"0,0,0.45,"	"0,0,450,"	
Northwest Africa 6653	53560	Valid	L5	425	Found	1/1/11 0:00	0	0		0	0	0.425	"0,0,0.425,"	"0,0,425,"	
Northwest Africa 6654	53561	Valid	L4	200	Found	1/1/11 0:00	0	0		0	0	0.2	"0,0,0.2,"	"0,0,200,"	
Northwest Africa 6655	53562	Valid	L6	590	Found	1/1/11 0:00	0	0		0	0	0.59	"0,0,0.59,"	"0,0,590,"	
Northwest Africa 6693	53629	Valid	Achondrite-ung	5100	Found	1/1/11 0:00	0	0		0	0	5.1	"0,0,5.1,"	"0,0,5100,"	
Northwest Africa 6694	53627	Valid	Eucrite-pmict	5005	Found	1/1/11 0:00	0	0		0	0	5.005	"0,0,5.005,"	"0,0,5005,"	
Northwest Africa 6695	53628	Valid	Howardite	538	Found	1/1/11 0:00	0	0		0	0	0.538	"0,0,0.538,"	"0,0,538,"	
Northwest Africa 6701	53606	Valid	CO3.1	80	Found	1/1/11 0:00	0	0		0	0	0.08	"0,0,0.08,"	"0,0,80,"	
Northwest Africa 6706	53611	Valid	L6-melt breccia	2109	Found	1/1/11 0:00	0	0		0	0	2.109	"0,0,2.109,"	"0,0,2109,"	
Northwest Africa 6707	53612	Valid	Eucrite	91.5	Found	1/1/11 0:00	0	0		0	0	0.0915	"0,0,0.0915,"	"0,0,91.5,"	
Northwest Africa 6709	53614	Valid	Howardite-an	494	Found	1/1/11 0:00	0	0		0	0	0.494	"0,0,0.494,"	"0,0,494,"	
Northwest Africa 6710	53615	Valid	Martian (shergottite)	74.4	Found	1/1/11 0:00	0	0		0	0	0.0744	"0,0,0.0744,"	"0,0,74.4,"	
Northwest Africa 6719	53641	Valid	LL4	134	Found	1/1/11 0:00	0	0		0	0	0.134	"0,0,0.134,"	"0,0,134,"	
Northwest Africa 6720	53642	Valid	CM2	6.5	Found	1/1/11 0:00	0	0		0	0	0.0065	"0,0,0.0065,"	"0,0,6.5,"	
Northwest Africa 6721	53643	Valid	Lunar (feldsp. breccia)	181	Found	1/1/11 0:00	0	0		0	0	0.181	"0,0,0.181,"	"0,0,181,"	
Northwest Africa 6723	53645	Valid	Howardite	141.8	Found	1/1/11 0:00	0	0		0	0	0.1418	"0,0,0.1418,"	"0,0,141.8,"	
Northwest Africa 6724	53646	Valid	Mesosiderite	119	Found	1/1/11 0:00	0	0		0	0	0.119	"0,0,0.119,"	"0,0,119,"	
Northwest Africa 6725	53647	Valid	CM2	32.64	Found	1/1/11 0:00	0	0		0	0	0.03264	"0,0,0.03264,"	"0,0,32.64,"	
Northwest Africa 6811	53722	Valid	L6	1158.2	Found	1/1/11 0:00	0	0		0	0	1.1582	"0,0,1.1582,"	"0,0,1158.2,"	
Northwest Africa 6812	53723	Valid	H5	681	Found	1/1/11 0:00	0	0		0	0	0.681	"0,0,0.681,"	"0,0,681,"	
Northwest Africa 6813	53724	Valid	LL6	155.8	Found	1/1/11 0:00	0	0		0	0	0.1558	"0,0,0.1558,"	"0,0,155.8,"	
Northwest Africa 6814	53725	Valid	LL6	111.45	Found	1/1/11 0:00	0	0		0	0	0.11145	"0,0,0.11145,"	"0,0,111.45,"	
Northwest Africa 6815	53726	Valid	H6	857.3	Found	1/1/11 0:00	0	0		0	0	0.8573	"0,0,0.8573,"	"0,0,857.3,"	
Northwest Africa 6816	53727	Valid	L6	6859.4	Found	1/1/11 0:00	0	0		0	0	6.8594	"0,0,6.8594,"	"0,0,6859.4,"	
Northwest Africa 6817	53730	Valid	Howardite	1131	Found	1/1/11 0:00	0	0		0	0	1.131	"0,0,1.131,"	"0,0,1131,"	
Northwest Africa 6852	53762	Valid	LL6	1009	Found	1/1/11 0:00	0	0		0	0	1.009	"0,0,1.009,"	"0,0,1009,"	
Northwest Africa 6860	53773	Valid	R5	80.5	Found	1/1/11 0:00	0	0		0	0	0.0805	"0,0,0.0805,"	"0,0,80.5,"	
Northwest Africa 6861	53774	Valid	CM2	10.3	Found	1/1/11 0:00	0	0		0	0	0.0103	"0,0,0.0103,"	"0,0,10.3,"	
Northwest Africa 6862	53775	Valid	CM2	39.4	Found	1/1/11 0:00	0	0		0	0	0.0394	"0,0,0.0394,"	"0,0,39.4,"	
Northwest Africa 6863	53776	Valid	CV3	76.7	Found	1/1/11 0:00	0	0		0	0	0.0767	"0,0,0.0767,"	"0,0,76.7,"	
Northwest Africa 6865	53778	Valid	LL6	64	Found	1/1/11 0:00	0	0		0	0	0.064	"0,0,0.064,"	"0,0,64,"	
Northwest Africa 6868	53781	Valid	LL6	747	Found	1/1/11 0:00	0	0		0	0	0.747	"0,0,0.747,"	"0,0,747,"	
Northwest Africa 6871	53784	Valid	Ureilite	119	Found	1/1/11 0:00	0	0		0	0	0.119	"0,0,0.119,"	"0,0,119,"	
Northwest Africa 6874	53828	Valid	Brachinite	90	Found	1/1/11 0:00	0	0		0	0	0.09	"0,0,0.09,"	"0,0,90,"	
Northwest Africa 6875	53846	Valid	Lodranite	300	Found	1/1/11 0:00	0	0		0	0	0.3	"0,0,0.3,"	"0,0,300,"	
Northwest Africa 6887	53847	Valid	Eucrite	120	Found	1/1/11 0:00	0	0		0	0	0.12	"0,0,0.12,"	"0,0,120,"	
Northwest Africa 6888	54490	Valid	Lunar	208	Found	1/1/11 0:00	24.64283	-14.68783		24.64283	-14.68783	0.208	"24.64283,-14.68783,0.208,"	"24.64283,-14.68783,208,"	
Northwest Africa 6901	53843	Valid	Achondrite-prim	1197	Found	1/1/11 0:00	0	0		0	0	1.197	"0,0,1.197,"	"0,0,1197,"	
Northwest Africa 6904	53849	Valid	LL6	115	Found	1/1/11 0:00	0	0		0	0	0.115	"0,0,0.115,"	"0,0,115,"	
Northwest Africa 6911	53856	Valid	Diogenite	13.58	Found	1/1/11 0:00	0	0		0	0	0.01358	"0,0,0.01358,"	"0,0,13.58,"	
Northwest Africa 6912	53857	Valid	Eucrite-pmict	27.55	Found	1/1/11 0:00	0	0		0	0	0.02755	"0,0,0.02755,"	"0,0,27.55,"	
Northwest Africa 6913	53858	Valid	Eucrite-pmict	35.96	Found	1/1/11 0:00	0	0		0	0	0.03596	"0,0,0.03596,"	"0,0,35.96,"	
Northwest Africa 6914	53859	Valid	Eucrite-pmict	40.22	Found	1/1/11 0:00	0	0		0	0	0.04022	"0,0,0.04022,"	"0,0,40.22,"	
Northwest Africa 6915	53860	Valid	Ureilite	89.6	Found	1/1/11 0:00	0	0		0	0	0.0896	"0,0,0.0896,"	"0,0,89.6,"	
Northwest Africa 6916	53861	Valid	Eucrite	520	Found	1/1/11 0:00	0	0		0	0	0.52	"0,0,0.52,"	"0,0,520,"	
Northwest Africa 6917	53862	Valid	Eucrite	488	Found	1/1/11 0:00	0	0		0	0	0.488	"0,0,0.488,"	"0,0,488,"	
Northwest Africa 6919	53864	Valid	Eucrite	95	Found	1/1/11 0:00	0	0		0	0	0.095	"0,0,0.095,"	"0,0,95,"	
Northwest Africa 6920	53865	Valid	Howardite	1468	Found	1/1/11 0:00	0	0		0	0	1.468	"0,0,1.468,"	"0,0,1468,"	
Northwest Africa 6923	53868	Valid	Eucrite-pmict	562	Found	1/1/11 0:00	0	0		0	0	0.562	"0,0,0.562,"	"0,0,562,"	
Northwest Africa 6926	53871	Valid	Achondrite-ung	220	Found	1/1/11 0:00	0	0		0	0	0.22	"0,0,0.22,"	"0,0,220,"	
Northwest Africa 6927	53872	Valid	Diogenite	114	Found	1/1/11 0:00	0	0		0	0	0.114	"0,0,0.114,"	"0,0,114,"	
Northwest Africa 6928	53873	Valid	Diogenite-an	223	Found	1/1/11 0:00	0	0		0	0	0.223	"0,0,0.223,"	"0,0,223,"	
Northwest Africa 6929	53874	Valid	H4	165	Found	1/1/11 0:00	0	0		0	0	0.165	"0,0,0.165,"	"0,0,165,"	
Northwest Africa 6947	54510	Valid	H5	115777	Found	1/1/11 0:00	0	0		0	0	115.777	"0,0,115.777,"	"0,0,115777,"	
Northwest Africa 6948	54511	Valid	L5-melt breccia	56	Found	1/1/11 0:00	0	0		0	0	0.056	"0,0,0.056,"	"0,0,56,"	
Northwest Africa 6949	54512	Valid	Winonaite	418	Found	1/1/11 0:00	0	0		0	0	0.418	"0,0,0.418,"	"0,0,418,"	
Northwest Africa 6950	54513	Valid	Lunar (gabbro)	1649	Found	1/1/11 0:00	0	0		0	0	1.649	"0,0,1.649,"	"0,0,1649,"	
Northwest Africa 6953	54516	Valid	Mesosiderite	4160	Found	1/1/11 0:00	0	0		0	0	4.16	"0,0,4.16,"	"0,0,4160,"	
Northwest Africa 6955	54518	Valid	LL6	280	Found	1/1/11 0:00	0	0		0	0	0.28	"0,0,0.28,"	"0,0,280,"	
Northwest Africa 6956	54519	Valid	L6	1350	Found	1/1/11 0:00	0	0		0	0	1.35	"0,0,1.35,"	"0,0,1350,"	
Northwest Africa 6959	54522	Valid	R5	88.3	Found	1/1/11 0:00	0	0		0	0	0.0883	"0,0,0.0883,"	"0,0,88.3,"	
Northwest Africa 6961	54524	Valid	H4	5104	Found	1/1/11 0:00	0	0		0	0	5.104	"0,0,5.104,"	"0,0,5104,"	
